,Fig_Name,Label
68,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLF_05-19-22_06-19-22_1d_Oct-15-2022.png,-1.0
69,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLF_06-19-22_07-20-22_1d_Oct-15-2022.png,1.0
70,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLF_07-20-22_08-20-22_1d_Oct-15-2022.png,1.0
71,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLF_08-20-22_09-20-22_1d_Oct-15-2022.png,-1.0
72,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_10-01-19_11-01-19_1d_Oct-15-2022.png,1.0
73,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_11-01-19_12-02-19_1d_Oct-15-2022.png,-1.0
74,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_12-02-19_01-02-20_1d_Oct-15-2022.png,-1.0
75,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_01-02-20_02-02-20_1d_Oct-15-2022.png,-1.0
76,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_02-02-20_03-04-20_1d_Oct-15-2022.png,-1.0
77,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_03-04-20_04-04-20_1d_Oct-15-2022.png,1.0
78,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_04-04-20_05-05-20_1d_Oct-15-2022.png,1.0
79,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_05-05-20_06-05-20_1d_Oct-15-2022.png,1.0
80,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_06-05-20_07-06-20_1d_Oct-15-2022.png,-1.0
81,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_07-06-20_08-06-20_1d_Oct-15-2022.png,1.0
82,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_08-06-20_09-06-20_1d_Oct-15-2022.png,-1.0
83,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_09-06-20_10-07-20_1d_Oct-15-2022.png,-1.0
84,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_10-07-20_11-07-20_1d_Oct-15-2022.png,1.0
85,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_11-07-20_12-08-20_1d_Oct-15-2022.png,1.0
86,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_12-08-20_01-08-21_1d_Oct-15-2022.png,1.0
87,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_01-08-21_02-08-21_1d_Oct-15-2022.png,1.0
88,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_02-08-21_03-11-21_1d_Oct-15-2022.png,1.0
89,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_03-11-21_04-11-21_1d_Oct-15-2022.png,1.0
90,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_04-11-21_05-12-21_1d_Oct-15-2022.png,1.0
91,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_05-12-21_06-12-21_1d_Oct-15-2022.png,1.0
92,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_06-12-21_07-13-21_1d_Oct-15-2022.png,-1.0
93,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_07-13-21_08-13-21_1d_Oct-15-2022.png,1.0
94,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_08-13-21_09-13-21_1d_Oct-15-2022.png,1.0
95,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_09-13-21_10-14-21_1d_Oct-15-2022.png,1.0
96,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_10-14-21_11-14-21_1d_Oct-15-2022.png,1.0
97,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_11-14-21_12-15-21_1d_Oct-15-2022.png,1.0
98,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_12-15-21_01-15-22_1d_Oct-15-2022.png,1.0
99,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_01-15-22_02-15-22_1d_Oct-15-2022.png,1.0
100,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_02-15-22_03-18-22_1d_Oct-15-2022.png,1.0
101,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_03-18-22_04-18-22_1d_Oct-15-2022.png,1.0
102,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_04-18-22_05-19-22_1d_Oct-15-2022.png,1.0
103,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_05-19-22_06-19-22_1d_Oct-15-2022.png,-1.0
104,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_06-19-22_07-20-22_1d_Oct-15-2022.png,-1.0
105,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_07-20-22_08-20-22_1d_Oct-15-2022.png,1.0
106,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLE_08-20-22_09-20-22_1d_Oct-15-2022.png,-1.0
107,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_10-01-19_11-01-19_1d_Oct-15-2022.png,1.0
108,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_11-01-19_12-02-19_1d_Oct-15-2022.png,-1.0
109,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_12-02-19_01-02-20_1d_Oct-15-2022.png,1.0
110,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_01-02-20_02-02-20_1d_Oct-15-2022.png,-1.0
111,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_02-02-20_03-04-20_1d_Oct-15-2022.png,-1.0
112,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_03-04-20_04-04-20_1d_Oct-15-2022.png,1.0
113,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_04-04-20_05-05-20_1d_Oct-15-2022.png,1.0
114,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_05-05-20_06-05-20_1d_Oct-15-2022.png,1.0
115,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_06-05-20_07-06-20_1d_Oct-15-2022.png,-1.0
116,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_07-06-20_08-06-20_1d_Oct-15-2022.png,1.0
117,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_08-06-20_09-06-20_1d_Oct-15-2022.png,-1.0
118,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_09-06-20_10-07-20_1d_Oct-15-2022.png,-1.0
119,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_10-07-20_11-07-20_1d_Oct-15-2022.png,-1.0
120,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_11-07-20_12-08-20_1d_Oct-15-2022.png,1.0
121,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_12-08-20_01-08-21_1d_Oct-15-2022.png,1.0
122,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_01-08-21_02-08-21_1d_Oct-15-2022.png,1.0
123,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_02-08-21_03-11-21_1d_Oct-15-2022.png,1.0
124,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_03-11-21_04-11-21_1d_Oct-15-2022.png,1.0
125,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_04-11-21_05-12-21_1d_Oct-15-2022.png,1.0
126,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_05-12-21_06-12-21_1d_Oct-15-2022.png,1.0
127,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_06-12-21_07-13-21_1d_Oct-15-2022.png,-1.0
128,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_07-13-21_08-13-21_1d_Oct-15-2022.png,1.0
129,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_08-13-21_09-13-21_1d_Oct-15-2022.png,1.0
130,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_09-13-21_10-14-21_1d_Oct-15-2022.png,1.0
131,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_10-14-21_11-14-21_1d_Oct-15-2022.png,1.0
132,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_11-14-21_12-15-21_1d_Oct-15-2022.png,-1.0
133,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_12-15-21_01-15-22_1d_Oct-15-2022.png,1.0
134,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_01-15-22_02-15-22_1d_Oct-15-2022.png,1.0
135,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_02-15-22_03-18-22_1d_Oct-15-2022.png,1.0
136,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_03-18-22_04-18-22_1d_Oct-15-2022.png,1.0
137,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_04-18-22_05-19-22_1d_Oct-15-2022.png,1.0
138,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_05-19-22_06-19-22_1d_Oct-15-2022.png,-1.0
139,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_06-19-22_07-20-22_1d_Oct-15-2022.png,1.0
140,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_07-20-22_08-20-22_1d_Oct-15-2022.png,1.0
141,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XOP_08-20-22_09-20-22_1d_Oct-15-2022.png,-1.0
142,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_10-01-19_11-01-19_1d_Oct-15-2022.png,1.0
143,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_11-01-19_12-02-19_1d_Oct-15-2022.png,1.0
144,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_12-02-19_01-02-20_1d_Oct-15-2022.png,1.0
145,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_01-02-20_02-02-20_1d_Oct-15-2022.png,-1.0
146,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_02-02-20_03-04-20_1d_Oct-15-2022.png,-1.0
147,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_03-04-20_04-04-20_1d_Oct-15-2022.png,1.0
148,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_04-04-20_05-05-20_1d_Oct-15-2022.png,-1.0
149,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_05-05-20_06-05-20_1d_Oct-15-2022.png,1.0
150,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_06-05-20_07-06-20_1d_Oct-15-2022.png,1.0
151,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_07-06-20_08-06-20_1d_Oct-15-2022.png,1.0
152,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_08-06-20_09-06-20_1d_Oct-15-2022.png,1.0
153,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_09-06-20_10-07-20_1d_Oct-15-2022.png,1.0
154,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_10-07-20_11-07-20_1d_Oct-15-2022.png,1.0
155,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_11-07-20_12-08-20_1d_Oct-15-2022.png,1.0
156,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_12-08-20_01-08-21_1d_Oct-15-2022.png,1.0
157,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_01-08-21_02-08-21_1d_Oct-15-2022.png,1.0
158,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_02-08-21_03-11-21_1d_Oct-15-2022.png,1.0
159,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_03-11-21_04-11-21_1d_Oct-15-2022.png,1.0
160,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_04-11-21_05-12-21_1d_Oct-15-2022.png,-1.0
161,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_05-12-21_06-12-21_1d_Oct-15-2022.png,1.0
162,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_06-12-21_07-13-21_1d_Oct-15-2022.png,1.0
163,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_07-13-21_08-13-21_1d_Oct-15-2022.png,1.0
164,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_08-13-21_09-13-21_1d_Oct-15-2022.png,1.0
165,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_09-13-21_10-14-21_1d_Oct-15-2022.png,-1.0
166,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_10-14-21_11-14-21_1d_Oct-15-2022.png,1.0
167,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_11-14-21_12-15-21_1d_Oct-15-2022.png,-1.0
168,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_12-15-21_01-15-22_1d_Oct-15-2022.png,-1.0
169,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_01-15-22_02-15-22_1d_Oct-15-2022.png,-1.0
170,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_02-15-22_03-18-22_1d_Oct-15-2022.png,1.0
171,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_03-18-22_04-18-22_1d_Oct-15-2022.png,-1.0
172,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_04-18-22_05-19-22_1d_Oct-15-2022.png,-1.0
173,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_05-19-22_06-19-22_1d_Oct-15-2022.png,-1.0
174,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_06-19-22_07-20-22_1d_Oct-15-2022.png,1.0
175,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_07-20-22_08-20-22_1d_Oct-15-2022.png,1.0
176,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/IVV_08-20-22_09-20-22_1d_Oct-15-2022.png,-1.0
177,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLV_10-01-19_11-01-19_1d_Oct-15-2022.png,1.0
178,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLV_11-01-19_12-02-19_1d_Oct-15-2022.png,1.0
179,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLV_12-02-19_01-02-20_1d_Oct-15-2022.png,-1.0
180,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLV_01-02-20_02-02-20_1d_Oct-15-2022.png,-1.0
181,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLV_02-02-20_03-04-20_1d_Oct-15-2022.png,-1.0
182,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLV_03-04-20_04-04-20_1d_Oct-15-2022.png,1.0
183,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLV_04-04-20_05-05-20_1d_Oct-15-2022.png,-1.0
184,/Users/lucasmolter/Documents/Cornell/Courses/Projectz/ProjectZ/dataset/XLV_05-05-20_06-05-20_1d_Oct-15-2022.png,1.0
